c Esto es un archivo con instancias para grafos. 
p did 100 9077
e 30 29 96 79
e 61 84 81 3
e 50 5 64 65
e 51 18 7 9
e 89 24 9 87
e 10 7 33 23
e 32 8 66 57
e 77 44 31 77
e 10 34 39 29
e 64 75 48 20
e 25 67 92 80
e 83 16 61 75
e 8 46 56 61
e 43 92 84 71
e 42 14 91 39
e 4 80 48 100
e 50 53 14 80
e 84 58 81 68
e 35 58 9 75
e 23 98 76 7
e 28 65 41 13
e 36 4 95 21
e 35 64 86 81
e 99 32 98 16
e 64 57 19 85
e 92 38 23 6
e 21 28 52 10
e 19 53 78 98
e 35 53 8 94
e 92 31 33 84
e 64 41 97 57
e 33 44 43 80
e 10 71 76 58
e 63 9 9 82
e 29 35 62 81
e 39 76 24 9
e 88 8 21 31
e 61 66 43 68
e 68 11 23 23
e 32 15 37 36
e 99 68 47 62
e 64 47 59 2
e 36 49 84 87
e 14 53 91 30
e 26 82 8 33
e 63 43 48 71
e 66 77 50 25
e 25 63 79 36
e 44 48 21 90
e 74 89 88 92
e 20 65 4 12
e 61 29 50 56
e 81 59 4 82
e 99 92 20 79
e 94 74 51 29
e 15 22 77 14
e 3 5 92 53
e 43 17 95 48
e 16 15 64 50
e 69 5 78 43
e 30 24 44 91
e 25 50 2 76
e 26 38 75 47
e 2 26 84 39
e 64 96 57 76
e 14 37 40 72
e 27 69 66 47
e 63 72 9 13
e 31 68 94 79
e 91 25 66 79
e 93 43 23 69
e 52 23 76 84
e 12 89 28 100
e 17 83 29 75
e 9 58 27 17
e 76 42 96 66
e 84 35 82 44
e 47 9 21 36
e 96 37 95 37
e 48 39 17 80
e 91 84 13 42
e 54 79 71 99
e 97 81 33 1
e 77 28 14 21
e 42 24 2 97
e 38 33 98 29
e 8 78 41 30
e 27 33 67 30
e 54 48 25 94
e 45 47 80 17
e 57 52 60 82
e 62 38 70 16
e 25 42 86 37
e 53 57 92 52
e 22 69 86 25
e 69 81 37 46
e 21 32 99 44
e 25 5 75 18
e 72 73 75 61
e 84 49 69 51
e 26 35 8 52
e 69 40 58 80
e 1 100 93 39
e 91 40 88 54
e 31 73 7 80
e 81 93 46 98
e 99 40 61 14
e 58 41 41 45
e 24 59 12 20
e 6 67 90 89
e 8 50 12 11
e 69 60 90 47
e 66 7 38 24
e 84 22 82 98
e 92 71 81 62
e 12 79 56 27
e 67 38 91 87
e 69 18 73 96
e 52 63 12 31
e 70 59 52 22
e 64 57 35 35
e 45 62 78 1
e 42 50 34 72
e 9 5 25 90
e 79 86 35 19
e 29 67 40 69
e 23 86 22 86
e 62 39 45 34
e 59 76 59 52
e 58 89 64 42
e 24 26 30 74
e 54 81 0 5
e 89 2 14 95
e 93 51 61 53
e 62 22 87 83
e 100 60 15 97
e 68 46 65 39
e 30 68 65 32
e 55 21 67 67
e 94 98 76 70
e 94 81 0 93
e 38 77 9 57
e 86 16 73 8
e 41 80 80 64
e 60 58 22 22
e 48 17 90 94
e 82 54 35 61
e 27 37 37 15
e 66 81 24 69
e 81 31 77 62
e 93 8 99 86
e 67 69 46 74
e 35 23 24 3
e 15 72 14 22
e 10 88 23 24
e 55 95 44 3
e 86 46 36 76
e 25 38 59 77
e 39 46 70 66
e 13 96 83 59
e 90 9 43 91
e 87 33 41 28
e 46 53 89 55
e 59 48 33 31
e 30 78 67 99
e 40 39 71 33
e 23 5 95 21
e 79 30 84 38
e 96 82 6 49
e 71 79 16 87
e 10 73 54 75
e 61 77 37 94
e 93 25 87 50
e 7 18 48 39
e 18 5 46 65
e 90 58 26 36
e 100 54 90 75
e 14 64 41 25
e 73 1 64 47
e 91 94 93 100
e 61 4 7 48
e 64 37 77 20
e 91 68 66 55
e 10 57 78 89
e 58 4 9 32
e 63 18 12 75
e 75 87 69 16
e 87 22 89 79
e 19 78 76 58
e 34 25 92 62
e 30 70 30 20
e 37 15 93 72
e 75 29 99 92
e 60 35 66 49
e 2 54 88 63
e 43 37 11 69
e 4 76 34 46
e 30 50 31 19
e 71 57 85 20
e 30 66 97 49
e 6 66 59 6
e 10 69 23 2
e 20 9 32 92
e 25 68 38 12
e 48 12 98 81
e 93 59 95 0
e 13 79 93 69
e 59 56 13 16
e 77 6 26 62
e 44 61 82 53
e 24 53 60 77
e 42 84 34 72
e 31 6 27 100
e 41 52 64 81
e 99 1 85 29
e 86 58 36 95
e 60 75 52 57
e 41 30 6 14
e 99 77 2 70
e 76 55 92 48
e 1 22 89 39
e 43 23 67 54
e 38 34 44 33
e 88 1 12 77
e 60 59 35 85
e 72 47 25 18
e 8 14 10 97
e 86 79 37 37
e 56 84 66 7
e 42 68 87 20
e 67 88 33 6
e 92 54 52 96
e 65 87 25 59
e 54 15 33 30
e 12 8 16 45
e 12 90 14 96
e 80 47 36 100
e 7 77 18 21
e 78 47 4 68
e 16 11 46 35
e 56 48 87 18
e 89 46 14 4
e 55 91 52 7
e 98 1 89 85
e 70 12 47 60
e 33 84 44 29
e 27 48 14 15
e 96 95 100 88
e 35 83 37 59
e 76 6 18 29
e 53 34 17 30
e 2 9 73 54
e 5 46 64 95
e 6 3 49 25
e 6 88 65 52
e 32 34 61 5
e 77 17 55 81
e 90 96 51 3
e 85 49 68 43
e 43 57 80 44
e 94 62 88 40
e 31 88 77 37
e 96 25 76 7
e 74 33 4 86
e 20 90 61 7
e 71 53 53 87
e 66 12 18 12
e 29 12 2 92
e 66 55 86 83
e 65 21 7 82
e 71 74 36 78
e 99 43 18 82
e 32 6 28 37
e 16 56 10 65
e 92 48 65 84
e 2 96 91 97
e 25 87 31 1
e 97 10 95 18
e 32 97 84 78
e 54 22 43 67
e 36 86 54 17
e 49 68 38 29
e 29 48 46 100
e 48 1 89 95
e 74 18 91 33
e 64 69 33 13
e 70 5 53 2
e 93 29 45 46
e 61 38 62 18
e 48 26 95 55
e 96 72 84 34
e 47 19 49 47
e 49 26 25 42
e 58 63 52 62
e 32 8 60 57
e 68 83 57 68
e 12 96 75 44
e 10 19 9 35
e 44 43 10 43
e 54 37 21 60
e 80 81 66 55
e 17 8 16 82
e 81 26 1 21
e 79 33 34 86
e 84 90 8 26
e 97 36 49 4
e 44 1 6 80
e 52 94 25 11
e 92 32 66 10
e 62 60 17 80
e 83 57 74 58
e 35 11 52 75
e 26 17 18 35
e 31 15 99 100
e 81 14 89 86
e 3 60 19 22
e 3 32 72 96
e 51 24 2 46
e 71 82 33 90
e 10 8 44 91
e 78 6 95 69
e 57 30 12 77
e 49 16 87 82
e 13 49 1 76
e 60 7 58 71
e 89 54 7 76
e 74 73 21 30
e 8 76 87 20
e 25 72 39 95
e 62 49 59 91
e 47 7 40 69
e 16 86 51 76
e 84 99 61 6
e 6 58 45 24
e 50 36 84 95
e 13 82 82 9
e 23 77 22 51
e 45 12 52 63
e 86 97 70 24
e 48 63 35 27
e 61 19 68 75
e 57 73 80 77
e 70 32 41 17
e 52 64 73 3
e 68 12 99 39
e 36 68 36 59
e 50 49 32 97
e 97 90 9 0
e 76 54 73 66
e 56 97 27 34
e 9 86 79 11
e 39 13 55 10
e 39 5 12 58
e 37 36 70 73
e 72 84 8 38
e 29 45 96 89
e 95 93 75 41
e 91 57 92 24
e 3 46 85 76
e 89 51 25 15
e 4 94 35 43
e 52 76 38 89
e 70 58 49 54
e 100 18 33 20
e 22 66 50 43
e 47 27 30 77
e 73 45 51 50
e 81 11 49 58
e 61 77 32 20
e 50 2 84 93
e 97 91 24 70
e 84 71 25 34
e 28 48 8 65
e 84 98 93 37
e 60 86 15 39
e 61 74 84 95
e 46 76 71 15
e 7 2 98 90
e 96 6 22 81
e 56 38 51 61
e 75 84 25 40
e 39 76 72 1
e 33 74 57 78
e 17 29 37 22
e 34 95 4 61
e 51 84 85 89
e 100 2 42 33
e 62 24 95 3
e 19 2 5 46
e 35 100 92 20
e 89 60 80 51
e 60 30 62 32
e 9 19 94 77
e 3 41 76 47
e 50 98 25 28
e 86 99 93 51
e 76 86 76 34
e 1 25 87 53
e 75 3 89 77
e 85 65 9 27
e 3 98 42 35
e 39 26 31 92
e 85 77 94 7
e 39 86 39 95
e 90 62 42 57
e 93 12 91 65
e 84 96 31 44
e 88 3 96 71
e 90 23 97 5
e 2 32 89 65
e 89 33 88 75
e 57 4 19 43
e 74 80 73 32
e 6 93 40 86
e 60 51 38 49
e 82 23 51 54
e 18 1 85 62
e 18 28 44 79
e 2 17 53 45
e 25 38 1 13
e 2 65 7 82
e 72 35 58 17
e 40 81 68 59
e 17 32 20 32
e 8 14 46 57
e 96 65 26 14
e 100 23 50 96
e 87 17 28 76
e 13 68 61 46
e 39 92 9 70
e 96 11 11 1
e 79 11 60 91
e 11 50 34 12
e 56 66 86 75
e 56 40 47 70
e 40 2 43 51
e 28 70 2 93
e 24 66 57 78
e 11 2 57 28
e 35 36 83 76
e 77 96 74 43
e 99 92 32 21
e 84 2 47 29
e 65 15 26 22
e 76 37 20 22
e 78 27 12 90
e 1 3 44 97
e 23 10 40 86
e 89 27 16 63
e 1 89 80 49
e 3 60 30 7
e 47 71 77 69
e 95 19 81 48
e 56 97 6 6
e 41 32 70 99
e 28 89 43 29
e 14 93 68 51
e 15 52 16 32
e 15 66 73 81
e 48 43 31 28
e 4 22 79 67
e 19 32 30 84
e 37 38 27 77
e 90 85 90 57
e 18 20 21 9
e 81 65 29 60
e 3 28 65 63
e 32 60 0 65
e 41 8 38 8
e 28 47 42 9
e 54 65 98 16
e 82 17 4 17
e 69 48 53 2
e 25 22 48 34
e 45 83 100 87
e 40 36 11 5
e 72 48 0 15
e 93 54 95 55
e 64 90 26 73
e 41 85 90 50
e 75 79 83 24
e 92 23 32 30
e 81 15 20 8
e 30 94 17 93
e 78 98 45 33
e 31 72 19 74
e 46 66 79 85
e 6 43 12 65
e 17 65 4 40
e 93 96 57 63
e 17 9 46 47
e 45 44 17 85
e 27 91 21 78
e 83 84 71 31
e 43 20 19 25
e 8 87 78 99
e 84 36 23 3
e 64 59 61 70
e 69 25 13 83
e 70 5 19 75
e 83 20 1 56
e 51 78 38 12
e 35 99 33 14
e 79 2 34 94
e 93 2 19 75
e 72 91 11 58
e 1 79 58 84
e 81 83 52 46
e 70 30 1 100
e 18 37 50 2
e 67 41 73 25
e 88 72 62 76
e 14 30 53 63
e 41 76 84 17
e 8 16 34 100
e 84 63 76 100
e 16 62 95 34
e 98 76 3 15
e 69 97 48 29
e 63 83 20 94
e 38 62 79 19
e 51 38 2 74
e 63 30 30 49
e 62 88 24 52
e 42 19 34 41
e 96 36 57 26
e 63 3 93 93
e 86 16 22 74
e 6 18 18 92
e 55 30 37 21
e 16 35 58 74
e 77 65 73 36
e 55 72 45 19
e 88 24 19 88
e 77 18 95 67
e 15 31 34 22
e 28 42 46 7
e 72 81 61 24
e 91 43 73 71
e 9 85 96 48
e 39 93 8 4
e 5 39 68 85
e 9 72 38 76
e 14 47 14 63
e 95 90 63 20
e 70 73 46 49
e 20 97 79 90
e 33 70 38 16
e 10 30 50 35
e 7 82 40 99
e 54 20 77 46
e 12 98 10 63
e 76 67 26 25
e 21 86 98 30
e 41 24 18 74
e 59 11 39 69
e 73 28 94 54
e 45 20 62 6
e 21 7 14 39
e 38 22 8 40
e 45 72 15 60
e 1 7 34 70
e 16 33 3 57
e 26 86 83 78
e 15 13 32 0
e 83 73 3 46
e 14 64 60 27
e 33 73 43 88
e 71 57 63 5
e 51 6 72 17
e 65 44 23 53
e 28 93 94 55
e 38 76 35 86
e 97 96 85 69
e 74 54 34 45
e 25 24 58 67
e 85 21 55 89
e 50 78 76 82
e 58 29 50 51
e 11 20 80 79
e 69 35 75 11
e 69 1 28 23
e 58 36 8 25
e 83 66 40 67
e 47 65 88 27
e 40 87 18 55
e 16 17 77 32
e 31 50 42 98
e 59 61 86 44
e 69 4 100 66
e 93 54 58 59
e 80 3 50 3
e 67 73 10 20
e 67 30 34 43
e 65 22 40 76
e 37 7 88 20
e 73 25 88 100
e 91 52 81 7
e 41 97 64 88
e 45 50 78 38
e 22 81 76 72
e 70 38 57 89
e 26 92 34 69
e 47 79 78 68
e 41 74 59 34
e 90 10 26 32
e 98 70 20 18
e 16 7 99 54
e 5 83 19 20
e 70 15 24 84
e 15 17 59 94
e 45 25 32 85
e 58 35 96 16
e 28 86 86 56
e 45 26 75 70
e 28 90 83 27
e 29 6 86 61
e 87 100 78 29
e 30 64 53 77
e 33 96 10 75
e 20 98 24 22
e 51 59 99 86
e 65 40 52 15
e 8 100 28 4
e 77 51 86 15
e 40 48 92 39
e 27 76 3 40
e 56 7 95 2
e 55 53 78 15
e 30 79 26 78
e 4 67 9 7
e 44 70 24 69
e 83 70 25 23
e 88 59 97 64
e 8 43 66 91
e 72 12 32 22
e 31 85 27 37
e 38 57 94 69
e 89 96 81 51
e 21 5 26 10
e 77 34 59 68
e 98 88 6 27
e 38 92 26 59
e 61 100 50 54
e 5 58 18 37
e 64 96 57 4
e 1 52 21 23
e 33 92 19 68
e 76 97 100 67
e 23 58 82 37
e 52 56 8 84
e 64 100 18 85
e 88 100 14 6
e 19 86 93 32
e 54 78 76 90
e 47 96 94 27
e 47 93 19 59
e 22 29 48 88
e 31 70 65 21
e 3 70 85 80
e 20 5 40 73
e 42 7 18 98
e 57 66 32 47
e 75 20 94 23
e 30 16 8 0
e 18 20 15 29
e 2 34 95 2
e 27 51 53 40
e 18 43 55 13
e 11 36 29 74
e 98 84 40 59
e 2 29 53 47
e 77 11 29 83
e 22 63 68 28
e 41 9 33 53
e 25 95 63 36
e 25 58 100 12
e 45 87 14 5
e 88 66 83 100
e 41 6 65 42
e 50 26 55 41
e 95 8 83 11
e 6 91 93 19
e 65 72 59 74
e 92 40 28 25
e 87 16 61 56
e 20 71 27 84
e 60 10 47 36
e 88 68 6 70
e 37 3 9 28
e 100 91 57 70
e 21 2 47 2
e 30 22 59 27
e 50 2 39 46
e 14 43 85 11
e 98 51 6 66
e 68 2 45 9
e 90 97 10 1
e 2 1 76 72
e 94 85 93 9
e 70 38 95 38
e 72 96 61 57
e 31 99 27 5
e 47 100 43 99
e 47 85 39 62
e 3 24 27 89
e 43 69 33 4
e 22 12 86 3
e 92 12 27 95
e 58 47 1 44
e 16 3 63 40
e 53 51 86 14
e 14 31 80 54
e 65 58 21 22
e 100 81 22 5
e 18 64 56 71
e 52 58 11 43
e 83 35 77 71
e 56 65 91 52
e 9 47 67 22
e 23 95 94 85
e 85 7 100 86
e 85 13 60 42
e 96 16 4 25
e 39 56 51 14
e 96 67 34 27
e 67 74 30 42
e 20 65 10 94
e 54 99 9 70
e 68 86 96 78
e 65 86 91 4
e 71 78 3 75
e 70 6 29 4
e 97 85 78 47
e 22 91 21 88
e 88 49 48 47
e 31 77 87 73
e 11 69 31 41
e 7 99 35 2
e 49 52 10 54
e 62 47 59 14
e 12 76 14 5
e 81 68 19 52
e 83 38 46 93
e 71 21 91 91
e 92 98 95 2
e 12 75 60 5
e 45 70 27 12
e 92 75 56 53
e 2 47 10 64
e 87 94 33 100
e 85 99 39 3
e 67 55 17 74
e 24 13 75 89
e 73 63 97 32
e 56 9 83 60
e 83 86 88 42
e 53 12 42 73
e 5 32 57 60
e 75 67 70 97
e 32 45 97 25
e 77 34 29 66
e 98 23 60 55
e 50 1 67 81
e 67 27 8 18
e 76 69 84 46
e 30 57 35 87
e 78 44 98 68
e 38 6 55 33
e 24 42 49 44
e 11 77 4 96
e 58 60 35 63
e 70 43 74 51
e 65 17 75 100
e 67 80 55 61
e 72 94 54 59
e 94 7 49 18
e 62 16 39 1
e 45 96 60 77
e 2 6 61 4
e 4 8 91 87
e 87 8 79 3
e 47 73 21 24
e 19 88 55 3
e 27 84 41 62
e 8 66 55 91
e 27 71 92 40
e 49 87 4 1
e 75 59 13 18
e 30 27 48 30
e 98 11 6 48
e 57 71 7 25
e 10 40 64 35
e 32 24 95 82
e 84 89 28 56
e 71 70 30 39
e 83 81 11 80
e 78 34 63 30
e 68 54 40 50
e 86 63 54 26
e 46 47 80 10
e 72 60 22 100
e 53 42 45 71
e 81 56 23 10
e 81 99 38 69
e 89 20 83 75
e 3 55 14 26
e 66 44 70 61
e 66 86 37 51
e 67 90 99 48
e 2 33 45 0
e 94 95 31 94
e 25 35 68 67
e 20 75 66 38
e 97 76 100 39
e 40 54 37 38
e 29 82 15 29
e 38 4 71 17
e 45 17 32 57
e 44 37 11 85
e 58 70 11 24
e 52 49 38 79
e 87 94 97 55
e 98 90 27 0
e 74 76 13 71
e 46 44 95 32
e 97 75 28 3
e 2 73 45 24
e 83 38 56 87
e 21 24 78 72
e 40 25 28 28
e 62 20 91 90
e 55 23 38 70
e 36 6 95 8
e 80 19 91 66
e 55 74 23 29
e 38 99 99 26
e 5 39 51 90
e 18 4 81 68
e 70 15 4 55
e 39 87 84 92
e 87 10 61 41
e 21 72 88 70
e 90 13 76 15
e 20 7 99 65
e 95 39 23 48
e 20 81 80 73
e 90 62 42 57
e 97 8 44 8
e 23 53 83 64
e 67 69 47 100
e 50 28 64 6
e 95 50 67 57
e 60 67 87 100
e 88 34 61 4
e 80 16 0 29
e 71 64 82 87
e 57 61 44 51
e 13 25 35 77
e 4 9 52 37
e 69 78 85 41
e 50 86 53 62
e 31 93 67 13
e 12 38 81 75
e 12 66 42 91
e 21 43 60 47
e 81 41 56 26
e 55 66 26 77
e 67 31 52 81
e 71 70 12 39
e 74 43 72 74
e 55 73 75 77
e 88 26 87 83
e 55 76 48 48
e 51 77 24 77
e 10 61 41 76
e 71 83 89 45
e 26 28 82 97
e 14 60 68 25
e 22 51 12 21
e 93 80 1 87
e 31 49 42 69
e 3 79 73 4
e 99 30 40 63
e 82 92 41 65
e 26 100 28 23
e 94 33 99 12
e 22 56 65 88
e 49 97 49 58
e 16 100 90 60
e 68 34 80 76
e 56 17 78 5
e 44 59 52 59
e 82 63 15 4
e 79 75 88 33
e 92 95 45 82
e 53 73 69 28
e 19 2 97 11
e 16 90 15 28
e 5 2 18 57
e 23 55 52 57
e 65 51 42 27
e 48 95 99 100
e 81 72 83 44
e 33 50 70 82
e 80 49 40 97
e 94 40 88 42
e 26 9 76 34
e 95 76 24 32
e 94 97 44 70
e 22 55 84 68
e 38 69 73 81
e 38 4 14 85
e 24 3 80 5
e 48 97 50 32
e 87 56 81 78
e 52 80 60 16
e 56 59 22 83
e 68 1 52 97
e 91 89 53 82
e 33 20 64 23
e 32 90 35 87
e 51 57 78 24
e 36 42 25 68
e 94 74 4 9
e 14 37 50 38
e 7 90 22 31
e 87 73 18 14
e 7 14 59 7
e 17 27 20 18
e 79 68 25 13
e 8 10 89 74
e 92 34 91 40
e 76 29 15 73
e 92 84 37 41
e 43 85 92 2
e 75 32 46 21
e 75 49 75 68
e 99 78 94 88
e 81 77 45 44
e 3 23 73 94
e 51 7 15 44
e 20 71 42 50
e 8 18 10 47
e 33 27 56 49
e 21 41 82 71
e 66 57 6 82
e 53 22 34 19
e 20 41 100 88
e 5 4 37 79
e 95 89 36 10
e 63 98 61 28
e 76 56 41 42
e 10 59 78 90
e 54 50 50 37
e 33 15 8 16
e 67 14 65 49
e 68 57 85 22
e 57 75 33 27
e 37 81 96 58
e 6 38 92 32
e 71 60 77 6
e 92 9 87 29
e 84 87 39 26
e 8 91 0 29
e 72 44 85 46
e 5 49 35 63
e 19 11 76 37
e 91 97 81 38
e 17 43 52 50
e 57 25 26 0
e 52 74 8 75
e 11 10 46 16
e 92 60 26 93
e 70 92 59 32
e 43 31 30 2
e 37 91 53 20
e 10 39 17 85
e 15 2 88 4
e 7 87 57 33
e 27 10 74 51
e 36 51 19 64
e 8 99 80 38
e 6 23 98 84
e 56 82 11 70
e 71 74 17 15
e 19 90 99 37
e 18 67 62 23
e 22 72 30 17
e 34 4 12 93
e 24 28 85 45
e 26 16 21 60
e 67 65 22 30
e 93 65 68 6
e 23 72 2 71
e 99 38 8 41
e 99 94 45 50
e 51 14 53 73
e 92 84 9 23
e 82 33 46 53
e 56 14 69 40
e 36 85 49 34
e 38 100 32 62
e 45 67 27 12
e 68 26 75 68
e 10 34 12 55
e 40 85 18 52
e 17 3 96 55
e 80 88 19 15
e 13 8 43 71
e 37 8 33 31
e 18 64 12 85
e 59 13 94 63
e 17 85 50 10
e 53 73 8 90
e 45 76 55 15
e 20 44 71 25
e 44 18 91 68
e 1 30 30 12
e 51 42 76 99
e 44 6 43 25
e 70 20 84 4
e 64 72 27 96
e 93 38 20 90
e 21 89 34 9
e 74 63 34 46
e 67 99 96 88
e 54 86 51 93
e 31 95 79 87
e 84 7 74 36
e 96 48 78 78
e 52 32 68 48
e 51 66 60 79
e 87 44 45 45
e 60 52 79 42
e 45 77 77 64
e 69 61 81 38
e 62 57 5 45
e 96 74 16 2
e 47 50 37 25
e 12 83 11 93
e 86 22 90 92
e 34 2 100 76
e 87 32 2 97
e 8 10 94 78
e 92 76 92 77
e 6 79 14 4
e 68 16 22 5
e 82 90 18 16
e 57 58 79 58
e 40 53 10 10
e 41 97 18 39
e 6 53 36 93
e 72 41 84 1
e 64 71 24 76
e 16 98 10 33
e 42 40 24 45
e 61 32 85 73
e 23 64 12 52
e 64 15 44 90
e 11 97 32 10
e 33 12 77 48
e 23 57 29 65
e 43 38 12 53
e 86 58 81 88
e 57 35 37 20
e 34 35 11 16
e 55 39 2 26
e 73 6 72 44
e 1 80 17 91
e 23 79 50 68
e 4 48 75 89
e 64 88 34 4
e 71 4 75 11
e 76 89 18 82
e 50 96 64 46
e 61 7 34 8
e 50 43 76 22
e 21 69 58 77
e 85 49 52 58
e 5 80 3 9
e 68 91 95 70
e 35 67 99 31
e 65 42 39 64
e 100 51 85 21
e 39 96 36 38
e 44 64 87 94
e 65 3 70 10
e 66 40 76 89
e 9 75 26 34
e 40 65 5 2
e 22 62 29 48
e 78 56 87 26
e 42 24 7 3
e 84 76 70 85
e 50 34 99 88
e 1 31 13 45
e 77 3 95 17
e 58 98 23 39
e 49 12 13 52
e 41 5 14 5
e 12 18 9 0
e 81 72 51 22
e 16 84 25 38
e 48 41 21 76
e 53 34 41 28
e 59 52 64 2
e 91 18 74 63
e 44 40 90 29
e 60 39 50 67
e 39 59 65 44
e 52 31 64 80
e 83 62 90 80
e 86 10 100 100
e 8 58 22 36
e 63 36 92 88
e 54 38 11 68
e 31 3 25 84
e 3 66 49 94
e 32 92 14 57
e 84 75 6 22
e 97 38 62 81
e 43 98 93 76
e 10 30 85 61
e 85 96 96 90
e 21 79 84 55
e 4 53 1 60
e 24 13 11 51
e 63 58 78 74
e 17 65 5 49
e 3 10 27 52
e 95 88 46 1
e 14 17 31 89
e 45 31 78 77
e 95 6 83 17
e 33 44 69 63
e 34 60 91 96
e 88 71 51 48
e 18 43 77 100
e 16 73 51 5
e 83 69 62 53
e 42 50 98 25
e 93 19 90 15
e 95 36 56 59
e 55 3 16 73
e 92 47 93 44
e 98 32 99 13
e 92 35 9 36
e 74 79 35 72
e 77 33 59 57
e 53 41 13 3
e 79 2 21 75
e 85 3 33 84
e 20 25 78 59
e 40 42 53 7
e 18 39 42 98
e 57 5 78 99
e 58 1 2 41
e 11 100 10 3
e 35 31 20 50
e 46 15 89 83
e 30 88 15 98
e 46 31 78 84
e 95 40 89 8
e 86 48 37 72
e 55 69 45 87
e 62 99 32 81
e 36 53 60 86
e 27 78 39 53
e 75 18 71 36
e 38 15 58 95
e 19 96 19 28
e 2 76 68 24
e 47 91 8 12
e 30 94 84 87
e 54 32 50 65
e 97 62 25 14
e 84 8 36 57
e 37 89 92 65
e 40 5 36 57
e 54 92 21 85
e 63 53 83 40
e 46 35 55 83
e 4 87 39 24
e 70 10 62 66
e 66 68 94 67
e 81 40 26 2
e 37 93 5 9
e 49 33 5 58
e 72 35 28 17
e 19 25 35 40
e 46 23 45 24
e 95 53 59 79
e 44 87 91 53
e 30 21 5 26
e 7 15 22 41
e 10 19 22 35
e 48 68 20 17
e 4 7 32 50
e 63 5 78 42
e 33 86 100 27
e 41 81 57 9
e 53 55 6 38
e 88 86 42 52
e 83 67 98 16
e 33 84 89 20
e 38 74 66 14
e 46 71 26 92
e 63 74 54 12
e 63 27 37 9
e 6 66 95 91
e 79 1 6 42
e 8 11 18 10
e 40 36 93 88
e 17 96 35 1
e 83 25 70 11
e 84 56 89 84
e 76 51 11 69
e 17 24 35 5
e 33 74 77 55
e 92 77 66 84
e 49 48 17 47
e 52 49 73 87
e 95 5 27 63
e 27 36 52 97
e 15 37 11 39
e 100 43 62 78
e 14 72 6 19
e 36 9 78 62
e 79 92 9 52
e 28 21 34 8
e 92 50 92 83
e 2 30 63 26
e 6 49 92 23
e 87 23 64 97
e 86 78 13 59
e 92 74 15 61
e 59 82 74 2
e 91 55 69 64
e 95 84 55 79
e 98 14 88 42
e 55 94 47 60
e 16 51 50 68
e 100 24 78 59
e 63 24 15 26
e 93 47 56 62
e 3 32 55 24
e 6 68 20 80
e 51 17 56 79
e 69 63 4 41
e 92 85 70 7
e 49 33 84 90
e 12 41 18 70
e 75 27 35 59
e 50 53 55 45
e 75 81 11 60
e 91 92 43 14
e 89 64 95 35
e 3 19 69 97
e 31 29 25 92
e 36 53 9 64
e 8 89 4 12
e 98 28 65 37
e 38 96 50 53
e 13 4 24 14
e 23 30 58 24
e 66 69 69 64
e 54 27 94 92
e 58 13 83 15
e 9 25 34 33
e 89 27 36 20
e 49 25 7 37
e 72 1 67 46
e 75 15 94 33
e 2 65 16 33
e 25 90 16 87
e 75 69 37 72
e 4 56 97 41
e 39 23 98 52
e 100 87 71 1
e 87 52 30 23
e 98 19 75 78
e 70 44 44 32
e 80 1 57 1
e 78 38 58 61
e 25 71 6 39
e 68 27 0 18
e 45 17 8 38
e 22 86 74 95
e 9 34 82 31
e 13 53 1 84
e 93 9 57 55
e 70 9 99 56
e 94 44 13 20
e 94 3 39 49
e 11 76 80 63
e 73 20 95 50
e 85 7 48 21
e 30 64 7 10
e 80 49 14 9
e 85 74 86 33
e 86 60 76 42
e 55 87 11 48
e 74 39 85 83
e 85 70 65 43
e 85 45 13 45
e 27 10 91 57
e 25 61 62 54
e 28 20 12 9
e 4 85 3 17
e 30 42 91 34
e 71 56 14 22
e 82 23 37 19
e 60 43 77 52
e 84 26 24 82
e 86 24 77 20
e 59 100 39 7
e 73 19 3 58
e 75 58 46 76
e 80 72 24 6
e 19 54 68 94
e 78 66 68 84
e 50 68 82 20
e 21 11 43 49
e 84 18 95 92
e 8 73 76 57
e 92 51 79 21
e 98 31 53 10
e 9 57 72 67
e 68 77 54 66
e 6 38 37 79
e 13 32 43 98
e 31 99 35 25
e 49 33 85 21
e 37 23 86 92
e 70 39 11 53
e 51 27 39 22
e 4 70 70 20
e 82 53 30 93
e 91 75 70 9
e 53 57 18 67
e 45 16 71 53
e 20 1 69 95
e 96 77 19 86
e 93 67 0 93
e 61 81 82 41
e 74 1 47 95
e 15 11 39 60
e 46 51 65 99
e 60 21 55 25
e 48 74 76 10
e 28 92 47 44
e 24 94 80 42
e 72 71 93 16
e 44 77 16 29
e 62 16 46 99
e 22 28 19 61
e 83 20 20 65
e 90 85 11 55
e 74 32 46 92
e 50 17 99 83
e 40 67 13 5
e 47 90 10 32
e 86 51 90 55
e 75 39 50 93
e 79 31 92 94
e 75 3 93 58
e 22 14 36 33
e 67 59 95 25
e 22 93 88 39
e 51 45 48 94
e 63 15 79 33
e 83 69 75 36
e 19 72 82 95
e 84 94 40 92
e 48 1 44 60
e 90 64 12 6
e 75 63 45 57
e 88 34 7 54
e 89 36 52 4
e 16 93 49 55
e 61 57 68 56
e 66 13 64 59
e 61 50 25 51
e 97 40 52 90
e 94 68 55 26
e 34 20 42 53
e 25 69 100 40
e 70 10 15 87
e 82 3 22 65
e 42 82 36 50
e 67 18 28 52
e 53 85 24 24
e 92 52 95 34
e 41 84 2 51
e 23 22 96 91
e 62 15 52 90
