c Esto es un archivo con instancias para grafos. 
p did 150
e 47 111 203.187515056
e 47 112 207.906883516
e 47 113 203.509863741
e 47 114 189.558111417
e 47 115 11.5649237419
e 47 116 257.986764766
e 47 117 99.6874964789
e 47 118 55.3871161254
e 47 119 159.291333559
e 47 120 260.002005605
e 47 121 196.366583367
e 47 122 85.2215704833
e 47 123 219.176700265
e 47 124 110.396617662
e 47 125 177.117323495
e 47 126 289.549753546
e 47 127 200.38667501
e 47 128 228.141688853
e 47 129 184.194223709
e 47 130 50.0328898719
e 47 131 209.398911433
e 47 132 8.1103520405
e 47 133 70.2575515595
e 47 134 98.9277592644
e 47 135 43.5135053207
e 47 136 273.571634
e 47 137 292.144783275
e 47 138 266.400838509
e 47 139 0.0411281439695
e 47 140 287.163794094
e 47 141 172.665184347
e 47 142 83.6414050285
e 47 143 245.391730404
e 47 144 76.8713449718
e 47 145 260.74619213
e 47 146 55.8435840952
e 47 147 33.9295113968
e 47 148 32.2382838556
e 47 149 257.359106157
e 48 49 81.6278166898
e 48 50 176.669396071
e 48 51 144.59468617
e 48 52 143.290670162
e 48 53 54.735525959
e 48 54 52.5308390692
e 48 55 110.902710809
e 48 56 78.7328399965
e 48 57 182.131386869
e 48 58 163.800097152
e 48 59 3.82354525398
e 48 60 77.3834115909
e 48 61 8.04454920514
e 48 62 147.347719385
e 48 63 37.054059527
e 48 64 278.51389646
e 48 65 297.742693313
e 48 66 16.9550291088
e 48 67 47.6965076691
e 48 68 265.881916467
e 48 69 172.158759646
e 48 70 98.6648353356
e 48 71 251.586509644
e 48 72 262.903121344
e 48 73 196.252870797
e 48 74 26.4851979326
e 48 75 214.650685149
e 48 76 37.6669403826
e 48 77 121.6474252
e 48 78 205.56073031
e 48 79 117.052370297
e 48 80 43.9469811568
e 48 81 7.0068826916
e 48 82 52.6696196521
e 48 83 51.5294745846
e 48 84 127.742608453
e 48 85 172.243102019
e 48 86 119.366972693
e 48 87 36.4865228247
e 48 88 42.5362919481
e 48 89 198.698396997
e 48 90 56.1581157627
e 48 91 125.448276818
e 48 92 153.851882471
e 48 93 142.317338261
e 48 94 105.615246606
e 48 95 19.6669729582
e 48 96 48.9405068425
e 48 97 146.856015848
e 48 98 103.33496354
e 48 99 139.434907973
e 48 100 145.529824865
e 48 101 204.644206456
e 48 102 51.1661781693
e 48 103 43.7448291096
e 48 104 253.942005856
e 48 105 75.7319966366
e 48 106 137.786437721
e 48 107 49.1884957443
e 48 108 228.913615141
e 48 109 161.402761559
e 48 110 288.691399081
e 48 111 8.92300368907
e 48 112 285.929033819
e 48 113 179.33818101
e 48 114 228.043954768
e 48 115 267.34473643
e 48 116 90.2195695482
e 48 117 132.03704069
e 48 118 113.777201403
e 48 119 81.0002330875
e 48 120 200.248245561
e 48 121 145.695466759
e 48 122 117.679546943
e 48 123 263.366589464
e 48 124 74.6159305242
e 48 125 199.29196307
e 48 126 184.573569885
e 48 127 261.031867712
e 48 128 202.439360587
e 48 129 89.7490910314
e 48 130 219.166192199
e 48 131 275.604371801
e 48 132 289.172478993
e 48 133 267.783137306
e 48 134 294.010072589
e 48 135 204.216268949
e 48 136 76.2985574964
e 48 137 149.771746307
e 48 138 90.7889814254
e 48 139 266.050593171
e 48 140 299.726946505
e 48 141 272.737174708
e 48 142 75.3472705918
e 48 143 51.7863766159
e 48 144 186.53080291
e 48 145 240.398790473
e 48 146 175.139031167
e 48 147 128.515120844
e 48 148 140.196188929
e 48 149 85.511686148
e 49 50 232.807116542
e 49 51 126.718810441
e 49 52 116.489875251
e 49 53 266.174863764
e 49 54 49.5445668791
e 49 55 4.82296235681
e 49 56 36.1910891341
e 49 57 129.109360578
e 49 58 192.363945183
e 49 59 210.45928266
e 49 60 286.429543041
e 49 61 144.866809782
e 49 62 189.659818257
e 49 63 207.213021996
e 49 64 93.9929244129
e 49 65 8.65311652451
e 49 66 99.8997680919
e 49 67 13.7792166818
e 49 68 242.076696892
e 49 69 5.60993413883
e 49 70 297.968971031
e 49 71 72.9955404604
e 49 72 94.6025086747
e 49 73 168.508900148
e 49 74 282.8543012
e 49 75 50.6349584285
e 49 76 34.7485340557
e 49 77 149.941095361
e 49 78 154.936332202
e 49 79 159.355417554
e 49 80 182.324053079
e 49 81 142.047674476
e 49 82 199.676607787
e 49 83 237.282227935
e 49 84 100.460412187
e 49 85 230.392965588
e 49 86 63.1958833255
e 49 87 228.935483394
e 49 88 153.097798352
e 49 89 90.6662248897
e 49 90 135.988917333
e 49 91 20.7782885056
e 49 92 212.825292056
e 49 93 262.653454451
e 49 94 287.374512402
e 49 95 144.656129972
e 49 96 180.369091499
e 49 97 89.5710613346
e 49 98 277.572060283
e 49 99 94.2984721281
e 49 100 84.1885020365
e 49 101 112.3074008
e 49 102 189.556280048
e 49 103 89.3074350193
e 49 104 249.875873039
e 49 105 256.581462578
e 49 106 147.688969963
e 49 107 145.514436954
e 49 108 297.018260518
e 49 109 54.68223223
e 49 110 282.256737837
e 49 111 33.7948674515
e 49 112 273.294627859
e 49 113 253.31990907
e 49 114 165.538415208
e 49 115 210.848762859
e 49 116 146.530291543
e 49 117 299.191292661
e 49 118 104.376236511
e 49 119 42.3306339429
e 49 120 166.640358005
e 49 121 99.1505365316
e 49 122 204.889096259
e 49 123 133.017594679
e 49 124 276.948765052
e 49 125 100.746090162
e 49 126 30.490722709
e 49 127 128.373862663
e 49 128 200.374510445
e 49 129 197.486153459
e 49 130 41.0419785566
e 49 131 268.756445988
e 49 132 207.621479027
e 49 133 268.366634059
e 49 134 236.560407876
e 49 135 134.839131879
e 49 136 185.650979094
e 49 137 206.705524438
e 49 138 277.34945486
e 49 139 134.737105389
e 49 140 48.2327704048
e 49 141 241.947503571
e 49 142 40.4107261664
e 49 143 209.081473774
e 49 144 157.390302481
e 49 145 253.333946816
e 49 146 281.40406812
e 49 147 284.27110401
e 49 148 161.225702878
e 49 149 27.9858108902
e 50 51 91.8292881194
e 50 52 62.1951616997
e 50 53 19.1921517944
e 50 54 234.199830355
e 50 55 6.4613983377
e 50 56 278.781735857
e 50 57 238.072085749
e 50 58 169.15040085
e 50 59 286.235926928
e 50 60 150.459515683
e 50 61 89.5854297272
e 50 62 166.56918648
e 50 63 56.285767941
e 50 64 99.5395577014
e 50 65 90.4604877682
e 50 66 147.564848718
e 50 67 276.430425032
e 50 68 281.357692075
e 50 69 251.776639557
e 50 70 84.6796410312
e 50 71 132.115028953
e 50 72 263.230433694
e 50 73 39.996386863
e 50 74 268.219014409
e 50 75 190.728916477
e 50 76 227.286789762
e 50 77 16.2272078336
e 50 78 248.654052175
e 50 79 260.9607124
e 50 80 43.3963891833
e 50 81 37.772102766
e 50 82 299.578109793
e 50 83 156.745234826
e 50 84 140.131579132
e 50 85 86.5891494878
e 50 86 18.0430739898
e 50 87 135.218938501
e 50 88 63.5875208423
e 50 89 136.574260188
e 50 90 163.927295082
e 50 91 24.1101373571
e 50 92 20.241235777
e 50 93 88.2388000703
e 50 94 209.151871071
e 50 95 111.772241542
e 50 96 286.219043731
e 50 97 9.7664351839
e 50 98 261.739598759
e 50 99 45.6102258351
e 50 100 14.9764119055
e 50 101 176.811352215
e 50 102 34.9050332907
e 50 103 12.0761348419
e 50 104 104.721369653
e 50 105 136.875833064
e 50 106 137.130385325
e 50 107 281.580708502
e 50 108 95.0468674849
e 50 109 226.275203343
e 50 110 266.363234015
e 50 111 25.0985187547
e 50 112 213.068195267
e 50 113 77.5148000601
e 50 114 196.755086854
e 50 115 16.1461982602
e 50 116 191.265405125
e 50 117 34.4152576025
e 50 118 140.481937644
e 50 119 226.079954315
e 50 120 112.894944816
e 50 121 294.936107516
e 50 122 206.521941708
e 50 123 188.67364234
e 50 124 215.626187614
e 50 125 149.795139796
e 50 126 197.669582674
e 50 127 246.675215273
e 50 128 72.6175252135
e 50 129 134.857746104
e 50 130 222.132070489
e 50 131 207.83973643
e 50 132 86.5616277785
e 50 133 229.205690468
e 50 134 154.812109424
e 50 135 133.575932333
e 50 136 285.508397006
e 50 137 102.705155437
e 50 138 276.818029312
e 50 139 105.978379716
e 50 140 151.151944675
e 50 141 110.238254627
e 50 142 40.077604983
e 50 143 161.977408336
e 50 144 264.541889816
e 50 145 207.394081545
e 50 146 283.774100509
e 50 147 296.297589646
e 50 148 257.285351684
e 50 149 120.108700803
e 51 52 193.659934923
e 51 53 109.811859137
e 51 54 34.6437752524
e 51 55 282.821890649
e 51 56 240.267531837
e 51 57 289.876778411
e 51 58 204.944852494
e 51 59 212.320167821
e 51 60 78.5607508837
e 51 61 50.3047663944
e 51 62 19.1909537277
e 51 63 146.077239489
e 51 64 134.715536383
e 51 65 27.483606284
e 51 66 204.048717248
e 51 67 166.231923
e 51 68 12.9630678442
e 51 69 107.521876541
e 51 70 146.273423559
e 51 71 69.5086877569
e 51 72 139.410408421
e 51 73 64.6585661219
e 51 74 63.8041685635
e 51 75 39.2373172023
e 51 76 160.343919313
e 51 77 16.3241891958
e 51 78 179.728345333
e 51 79 287.869715813
e 51 80 94.8505478913
e 51 81 35.2025727404
e 51 82 186.301156417
e 51 83 234.54237551
e 51 84 8.55498534092
e 51 85 113.64785786
e 51 86 110.778751281
e 51 87 9.46859695283
e 51 88 151.725199068
e 51 89 250.789886825
e 51 90 177.287115146
e 51 91 164.558980047
e 51 92 80.3329975712
e 51 93 252.604777576
e 51 94 60.7326040299
e 51 95 52.3250257844
e 51 96 29.4945677721
e 51 97 115.532396904
e 51 98 277.852331262
e 51 99 199.520762855
e 51 100 184.031639207
e 51 101 163.273878568
e 51 102 234.279611492
e 51 103 134.105166919
e 51 104 219.211281639
e 51 105 226.272125609
e 51 106 222.111981929
e 51 107 28.8439307899
e 51 108 278.791456818
e 51 109 232.929804828
e 51 110 0.57153143479
e 51 111 231.458566395
e 51 112 193.522138056
e 51 113 226.168614161
e 51 114 252.171615865
e 51 115 116.37051845
e 51 116 55.0171545304
e 51 117 244.799869761
e 51 118 160.991307003
e 51 119 0.769218126331
e 51 120 231.466887466
e 51 121 262.402735592
e 51 122 99.0956209278
e 51 123 119.520774617
e 51 124 203.873192408
e 51 125 272.315001553
e 51 126 137.474568495
e 51 127 257.702350573
e 51 128 123.278985702
e 51 129 34.686423614
e 51 130 8.58458810321
e 51 131 190.457981627
e 51 132 77.921052274
e 51 133 162.204652256
e 51 134 25.2436145085
e 51 135 259.749652883
e 51 136 257.354297604
e 51 137 256.507909817
e 51 138 63.3777289184
e 51 139 199.69828674
e 51 140 276.485377814
e 51 141 27.4612154681
e 51 142 188.543205261
e 51 143 271.18592985
e 51 144 7.56524546298
e 51 145 35.3009833816
e 51 146 16.0986016167
e 51 147 87.9815477455
e 51 148 15.8923336309
e 51 149 237.214223831
e 52 53 137.500173363
e 52 54 189.147536942
e 52 55 63.2112459545
e 52 56 276.65802286
e 52 57 54.3308942344
e 52 58 42.8411177619
e 52 59 55.7778527544
e 52 60 140.392477154
e 52 61 8.58324588872
e 52 62 68.907914657
e 52 63 108.351738212
e 52 64 98.0661869881
e 52 65 113.132536299
e 52 66 114.212326085
e 52 67 180.372200332
e 52 68 283.218940218
e 52 69 246.184333452
e 52 70 197.325889342
e 52 71 222.415160879
e 52 72 170.099656018
e 52 73 9.55680494946
e 52 74 227.086047483
e 52 75 41.3138642447
e 52 76 242.825801971
e 52 77 284.723952607
e 52 78 148.287470215
e 52 79 183.386694092
e 52 80 143.483730019
e 52 81 112.206784465
e 52 82 131.800836332
e 52 83 62.2796358388
e 52 84 225.566703354
e 52 85 201.042120983
e 52 86 280.490694066
e 52 87 243.263783852
e 52 88 120.856575919
e 52 89 159.084252791
e 52 90 86.3037584168
e 52 91 261.746485766
e 52 92 4.81710910578
e 52 93 37.8713751585
e 52 94 210.490663487
e 52 95 124.817822469
e 52 96 268.547150068
e 52 97 76.2389702525
e 52 98 21.1066157757
e 52 99 251.301245385
e 52 100 152.634778448
e 52 101 155.445541254
e 52 102 73.2654000117
e 52 103 245.401668003
e 52 104 122.453940646
e 52 105 80.5143939108
e 52 106 242.964299365
e 52 107 180.747719945
e 52 108 50.8889894679
e 52 109 192.745113787
e 52 110 268.426853702
e 52 111 17.5710275504
e 52 112 271.1946414
e 52 113 240.276089715
e 52 114 250.710925545
e 52 115 190.557013193
e 52 116 276.595806732
e 52 117 208.107158491
e 52 118 28.4743527349
e 52 119 145.700628413
e 52 120 102.646336861
e 52 121 268.568385096
e 52 122 64.8764953942
e 52 123 255.412079075
e 52 124 122.04659672
e 52 125 192.414209544
e 52 126 238.275832449
e 52 127 297.10509991
e 52 128 281.13503582
e 52 129 1.82592251268
e 52 130 247.826052012
e 52 131 6.3325045686
e 52 132 298.120255093
e 52 133 99.9044364347
e 52 134 157.82250608
e 52 135 152.432499913
e 52 136 210.917148653
e 52 137 207.371358098
e 52 138 239.016981338
e 52 139 219.622308995
e 52 140 244.775858435
e 52 141 180.118929151
e 52 142 115.883618467
e 52 143 125.227103678
e 52 144 298.004956351
e 52 145 224.252097249
e 52 146 210.481217479
e 52 147 284.501016726
e 52 148 284.983984081
e 52 149 12.4741785271
e 53 54 230.598572033
e 53 55 25.8130351219
e 53 56 108.267997531
e 53 57 13.0415648425
e 53 58 82.5266482768
e 53 59 142.914950728
e 53 60 115.970593743
e 53 61 84.2101200112
e 53 62 143.940362323
e 53 63 299.872606981
e 53 64 35.0119756258
e 53 65 0.916559176918
e 53 66 106.458061016
e 53 67 120.946682915
e 53 68 198.038246132
e 53 69 204.599431758
e 53 70 297.959542267
e 53 71 58.8534425267
e 53 72 58.4520109543
e 53 73 247.574497178
e 53 74 174.737155761
e 53 75 75.6738005468
e 53 76 0.557476818957
e 53 77 117.049679632
e 53 78 226.483166686
e 53 79 8.04142650714
e 53 80 148.941433485
e 53 81 57.9626742301
e 53 82 168.218459628
e 53 83 155.203644973
e 53 84 174.99604225
e 53 85 236.94117775
e 53 86 53.7406613511
e 53 87 218.617372238
e 53 88 11.7755813188
e 53 89 266.076611081
e 53 90 288.236426647
e 53 91 146.792772254
e 53 92 264.344391958
e 53 93 132.478947085
e 53 94 81.9727339922
e 53 95 60.754503983
e 53 96 219.241053594
e 53 97 34.1044501807
e 53 98 221.95757646
e 53 99 279.347168946
e 53 100 267.567756664
e 53 101 216.843296959
e 53 102 46.0919921394
e 53 103 203.187416883
e 53 104 207.718122198
e 53 105 200.830790763
e 53 106 122.863021499
e 53 107 124.856643248
e 53 108 292.648062236
e 53 109 145.76773594
e 53 110 50.6104239889
e 53 111 190.552369868
e 53 112 183.938647622
e 53 113 243.819316367
e 53 114 75.2936555527
e 53 115 103.261617619
e 53 116 270.618641788
e 53 117 170.403660033
e 53 118 174.578919126
e 53 119 152.132033017
e 53 120 47.5340475531
e 53 121 212.806279174
e 53 122 85.0205404752
e 53 123 10.3935532406
e 53 124 269.839267545
e 53 125 223.580115865
e 53 126 273.100455859
e 53 127 166.411157086
e 53 128 148.759149203
e 53 129 202.932754354
e 53 130 223.21958022
e 53 131 227.780809996
e 53 132 145.638016155
e 53 133 151.480548781
e 53 134 281.522583549
e 53 135 238.156292894
e 53 136 117.419907987
e 53 137 280.544757869
e 53 138 32.1856662472
e 53 139 201.887739574
e 53 140 38.8077908027
e 53 141 133.594578648
e 53 142 258.098242058
e 53 143 204.205836841
e 53 144 246.099838711
e 53 145 61.1932192488
e 53 146 216.681282785
e 53 147 10.7271396898
e 53 148 252.147194739
e 53 149 246.441619346
e 54 55 294.292503496
e 54 56 249.319360497
e 54 57 213.120420679
e 54 58 184.758345108
e 54 59 102.460702859
e 54 60 108.778550902
e 54 61 59.682928914
e 54 62 223.145670463
e 54 63 252.535838962
e 54 64 187.69036824
e 54 65 194.438356535
e 54 66 113.808028898
e 54 67 22.2234283208
e 54 68 117.322168563
e 54 69 88.6903265038
e 54 70 5.55351287555
e 54 71 68.4785099001
e 54 72 149.226097843
e 54 73 196.253784636
e 54 74 281.841198932
e 54 75 235.293517874
e 54 76 91.73242142
e 54 77 299.23123178
e 54 78 269.022190498
e 54 79 104.18073757
e 54 80 218.196256816
e 54 81 270.312929547
e 54 82 280.599096186
e 54 83 105.304638262
e 54 84 133.354717781
e 54 85 155.904129173
e 54 86 210.24891068
e 54 87 209.435816559
e 54 88 233.430698841
e 54 89 296.002461318
e 54 90 199.257559834
e 54 91 174.188470355
e 54 92 89.2218133571
e 54 93 6.63788558354
e 54 94 220.276907074
e 54 95 216.141724629
e 54 96 269.010296602
e 54 97 140.775210347
e 54 98 59.8504391442
e 54 99 70.581823618
e 54 100 103.155123301
e 54 101 284.391308146
e 54 102 220.697874426
e 54 103 47.6814401008
e 54 104 22.2726580044
e 54 105 87.6855217497
e 54 106 62.0189285061
e 54 107 223.261108358
e 54 108 262.809868573
e 54 109 199.707406919
e 54 110 251.755033147
e 54 111 4.08420966265
e 54 112 86.3709955953
e 54 113 222.010293009
e 54 114 281.080700069
e 54 115 237.936328726
e 54 116 91.8877229002
e 54 117 264.679247109
e 54 118 235.677021121
e 54 119 192.380680055
e 54 120 267.097025515
e 54 121 22.1435699144
e 54 122 62.6619826177
e 54 123 254.83404142
e 54 124 178.48611304
e 54 125 64.9343707336
e 54 126 257.155216063
e 54 127 78.024856184
e 54 128 279.332263283
e 54 129 258.04116294
e 54 130 257.436798175
e 54 131 57.57158081
e 54 132 248.00400194
e 54 133 87.7164151323
e 54 134 71.8028216611
e 54 135 249.208156023
e 54 136 81.839340634
e 54 137 280.103380121
e 54 138 210.10959777
e 54 139 58.1439966374
e 54 140 185.630567298
e 54 141 86.7102179754
e 54 142 23.8023885693
e 54 143 25.7921495174
e 54 144 186.753140306
e 54 145 137.896674434
e 54 146 251.731591248
e 54 147 227.555148988
e 54 148 165.439062156
e 54 149 49.6637251993
e 55 56 85.2129294372
e 55 57 4.05805173106
e 55 58 273.94169161
e 55 59 198.570857762
e 55 60 163.392118561
e 55 61 23.2886120505
e 55 62 98.0128679141
e 55 63 232.381666262
e 55 64 76.5109739675
e 55 65 71.8267170481
e 55 66 255.408415998
e 55 67 189.282085537
e 55 68 191.284249556
e 55 69 54.2908314206
e 55 70 195.364397109
e 55 71 153.55253646
e 55 72 91.2537198299
e 55 73 14.2073195163
e 55 74 208.197249599
e 55 75 95.9294424462
e 55 76 5.26353170782
e 55 77 181.626721228
e 55 78 237.26500457
e 55 79 179.846578274
e 55 80 42.6292487219
e 55 81 206.897526508
e 55 82 188.677783993
e 55 83 180.968371246
e 55 84 220.225717339
e 55 85 217.849681358
e 55 86 188.639204055
e 55 87 199.132705981
e 55 88 39.1910822076
e 55 89 9.80976435786
e 55 90 238.117498476
e 55 91 117.490242095
e 55 92 5.96231547548
e 55 93 257.47177483
e 55 94 29.606365746
e 55 95 270.430780924
e 55 96 98.4094572783
e 55 97 285.334043079
e 55 98 178.689746905
e 55 99 34.6267452917
e 55 100 7.20557880614
e 55 101 170.949477189
e 55 102 127.667127694
e 55 103 228.954547108
e 55 104 51.4804280865
e 55 105 234.087363697
e 55 106 235.601449428
e 55 107 104.153877931
e 55 108 221.219188052
e 55 109 134.840594179
e 55 110 54.3025239205
e 55 111 179.81852793
e 55 112 202.211187322
e 55 113 8.44498785975
e 55 114 142.020057758
e 55 115 270.521538542
e 55 116 225.892002199
e 55 117 235.8964024
e 55 118 115.365662072
e 55 119 205.886419979
e 55 120 174.987562017
e 55 121 226.339515614
e 55 122 226.247014021
e 55 123 208.060164313
e 55 124 168.394897181
e 55 125 25.6735644517
e 55 126 88.1373691068
e 55 127 282.280264182
e 55 128 178.183892372
e 55 129 56.3693527152
e 55 130 41.3743080401
e 55 131 60.5416259156
e 55 132 145.657044533
e 55 133 161.150952033
e 55 134 270.231458397
e 55 135 57.3393776276
e 55 136 143.489401844
e 55 137 298.475570615
e 55 138 8.21810890785
e 55 139 224.266611922
e 55 140 169.476757664
e 55 141 243.215406192
e 55 142 78.4523130634
e 55 143 135.186564283
e 55 144 32.0161339505
e 55 145 219.922462768
e 55 146 250.416860367
e 55 147 19.8627913008
e 55 148 245.225748934
e 55 149 101.660041253
e 56 57 265.992902956
e 56 58 275.750723294
e 56 59 151.274615157
e 56 60 249.539828024
e 56 61 78.300976331
e 56 62 199.932921805
e 56 63 184.56818843
e 56 64 147.551642595
e 56 65 7.84712026319
e 56 66 277.252659678
e 56 67 256.306392412
e 56 68 185.624252494
e 56 69 236.24548139
e 56 70 127.863492301
e 56 71 207.955051991
e 56 72 132.960925691
e 56 73 18.324638658
e 56 74 173.785620957
e 56 75 229.6338438
e 56 76 113.646710928
e 56 77 20.0426570386
e 56 78 40.8414604307
e 56 79 224.652164591
e 56 80 106.970402715
e 56 81 59.0582286433
e 56 82 145.265066072
e 56 83 162.933424075
e 56 84 197.123991331
e 56 85 192.866206863
e 56 86 47.2205646284
e 56 87 73.1717600207
e 56 88 89.8828337758
e 56 89 294.758591083
e 56 90 149.083947022
e 56 91 179.985198276
e 56 92 145.931160622
e 56 93 99.8436992849
e 56 94 69.3062595736
e 56 95 128.047176558
e 56 96 292.782729495
e 56 97 146.450194722
e 56 98 211.273516649
e 56 99 170.818503306
e 56 100 125.481972096
e 56 101 202.532991055
e 56 102 63.8725301562
e 56 103 178.177415005
e 56 104 226.207932485
e 56 105 165.946273588
e 56 106 200.797806306
e 56 107 234.04581035
e 56 108 62.38285731
e 56 109 107.625810008
e 56 110 173.690458478
e 56 111 276.755512807
e 56 112 211.233569015
e 56 113 76.9090360423
e 56 114 253.942411523
e 56 115 82.7274568669
e 56 116 109.508947858
e 56 117 252.830153095
e 56 118 233.820903115
e 56 119 250.777229046
e 56 120 291.609710341
e 56 121 118.59561845
e 56 122 109.027033763
e 56 123 178.292088984
e 56 124 230.81815441
e 56 125 116.395419353
e 56 126 181.003775199
e 56 127 147.666473762
e 56 128 140.97995417
e 56 129 293.08093714
e 56 130 92.3779852999
e 56 131 49.2754751174
e 56 132 169.679662187
e 56 133 25.2078665255
e 56 134 24.5430045937
e 56 135 4.55653852815
e 56 136 219.104010584
e 56 137 280.610919916
e 56 138 105.440865307
e 56 139 224.77859011
e 56 140 221.975034098
e 56 141 235.670790009
e 56 142 259.246978637
e 56 143 287.569800164
e 56 144 103.088307816
e 56 145 260.983062416
e 56 146 32.4314278131
e 56 147 86.7652400311
e 56 148 106.43758339
e 56 149 224.353649811
e 57 58 163.694188312
e 57 59 197.949662902
e 57 60 93.7608235493
e 57 61 76.6401729727
e 57 62 27.9031381664
e 57 63 293.827329025
e 57 64 154.740926943
e 57 65 227.559303129
e 57 66 113.142515563
e 57 67 86.8456665555
e 57 68 246.794686372
e 57 69 202.980469318
e 57 70 184.560339644
e 57 71 2.95462532779
e 57 72 291.494038036
e 57 73 213.152356174
e 57 74 0.670213311501
e 57 75 276.583794588
e 57 76 197.624573858
e 57 77 212.468100127
e 57 78 80.7271861036
e 57 79 58.3753048273
e 57 80 157.571552839
e 57 81 204.079095783
e 57 82 247.773342663
e 57 83 33.0076601623
e 57 84 63.2019562351
e 57 85 37.5811264874
e 57 86 65.9290279687
e 57 87 73.6800351613
e 57 88 278.602209058
e 57 89 67.2702896303
e 57 90 217.505987779
e 57 91 190.004608913
e 57 92 260.401211128
e 57 93 130.295467492
e 57 94 37.212428819
e 57 95 97.4847156697
e 57 96 49.4954291331
e 57 97 51.0426942092
e 57 98 60.2721893975
e 57 99 44.1701570285
e 57 100 124.63197651
e 57 101 262.153526726
e 57 102 214.636275181
e 57 103 176.87070918
e 57 104 151.307265738
e 57 105 97.2457734939
e 57 106 253.365384385
e 57 107 253.851325379
e 57 108 169.278196884
e 57 109 231.513453502
e 57 110 270.84686758
e 57 111 269.617854761
e 57 112 226.008256446
e 57 113 190.213260513
e 57 114 293.610538442
e 57 115 169.451940179
e 57 116 149.253537711
e 57 117 55.75806406
e 57 118 250.75802756
e 57 119 137.329254818
e 57 120 127.487756116
e 57 121 278.552184226
e 57 122 267.602893576
e 57 123 189.598193793
e 57 124 207.768334548
e 57 125 194.773218845
e 57 126 47.4100078611
e 57 127 159.47987581
e 57 128 143.785233172
e 57 129 33.2324178603
e 57 130 195.125657756
e 57 131 115.962284375
e 57 132 6.47756179951
e 57 133 121.345836405
e 57 134 167.470845896
e 57 135 276.77123213
e 57 136 153.505182799
e 57 137 95.3884174365
e 57 138 129.098620191
e 57 139 124.390209449
e 57 140 234.791121626
e 57 141 196.467795089
e 57 142 181.422592326
e 57 143 49.4676245446
e 57 144 161.405476298
e 57 145 169.753909235
e 57 146 62.9513700054
e 57 147 90.062094404
e 57 148 200.261976271
e 57 149 200.143208173
e 58 59 199.023450089
e 58 60 12.2591384032
e 58 61 279.289609445
e 58 62 254.178698987
e 58 63 233.547688876
e 58 64 5.87642246559
e 58 65 114.176775843
e 58 66 46.2597657393
e 58 67 143.204415349
e 58 68 277.266910655
e 58 69 287.701839606
e 58 70 21.7054307729
e 58 71 107.500652314
e 58 72 290.236418335
e 58 73 33.960988371
e 58 74 49.0211320527
e 58 75 130.014997317
e 58 76 111.126893294
e 58 77 194.794257609
e 58 78 184.224043086
e 58 79 274.11338973
e 58 80 85.8109827764
e 58 81 225.383949238
e 58 82 58.7533492358
e 58 83 273.829568072
e 58 84 256.524741258
e 58 85 129.995412798
e 58 86 38.8599812524
e 58 87 288.577252108
e 58 88 147.089494454
e 58 89 178.440083042
e 58 90 219.032177351
e 58 91 132.732387134
e 58 92 148.243972517
e 58 93 265.167332844
e 58 94 292.139461278
e 58 95 118.419135149
e 58 96 51.1090101593
e 58 97 252.072826283
e 58 98 212.390628732
e 58 99 12.3904020954
e 58 100 282.383335777
e 58 101 133.420059324
e 58 102 58.8861422447
e 58 103 196.289713013
e 58 104 89.9362378432
e 58 105 146.875915865
e 58 106 132.478072559
e 58 107 115.228457482
e 58 108 279.052107538
e 58 109 88.7972233405
e 58 110 70.3015499744
e 58 111 189.279645336
e 58 112 148.127458973
e 58 113 258.793899113
e 58 114 9.45613279535
e 58 115 105.106498134
e 58 116 85.8153471317
e 58 117 288.885785583
e 58 118 63.9968488702
e 58 119 101.993387545
e 58 120 287.865073363
e 58 121 67.7949331078
e 58 122 73.7570701873
e 58 123 63.1552559535
e 58 124 78.2571779048
e 58 125 276.50968075
e 58 126 131.987331144
e 58 127 106.285760421
e 58 128 70.2347063442
e 58 129 67.257063945
e 58 130 56.8700314225
e 58 131 64.9404846092
e 58 132 178.105760324
e 58 133 122.243577427
e 58 134 51.3591523437
e 58 135 30.8650638216
e 58 136 218.997487373
e 58 137 128.984683787
e 58 138 147.071365341
e 58 139 170.517111257
e 58 140 219.735294445
e 58 141 62.4563080107
e 58 142 16.9121646001
e 58 143 222.470704249
e 58 144 165.565225015
e 58 145 241.317392208
e 58 146 35.1144267085
e 58 147 16.9740539773
e 58 148 113.611486804
e 58 149 213.326916253
e 59 60 196.862790202
e 59 61 120.694692769
e 59 62 168.981344167
e 59 63 219.865473532
e 59 64 121.69038852
e 59 65 141.286763284
e 59 66 165.53491754
e 59 67 118.314739896
e 59 68 232.001518903
e 59 69 269.786604973
e 59 70 71.3090076838
e 59 71 267.263757289
e 59 72 98.0080955987
e 59 73 197.025899937
e 59 74 256.249523917
e 59 75 58.3829150061
e 59 76 156.043174344
e 59 77 58.4419006845
e 59 78 257.424228745
e 59 79 205.133802262
e 59 80 159.414084166
e 59 81 79.2515946031
e 59 82 270.618480043
e 59 83 274.768545538
e 59 84 256.115932397
e 59 85 299.415486132
e 59 86 168.261011935
e 59 87 268.593719617
e 59 88 164.140168162
e 59 89 168.355990474
e 59 90 35.5254983433
e 59 91 142.734048384
e 59 92 122.553472434
e 59 93 162.14464858
e 59 94 92.9891888154
e 59 95 45.5729247629
e 59 96 269.954833659
e 59 97 215.563998712
e 59 98 270.372793023
e 59 99 263.211310679
e 59 100 184.242244764
e 59 101 296.350032712
